CTRY_1	UK|UNITED KINGDOM
CTRY_2	UK|UNITED KINGDOM
CTRY_3	UK|UNITED KINGDOM
CTRY_4	UK|UNITED KINGDOM
CTRY_5	UK|UNITED KINGDOM
CTRY_6	UK|UNITED KINGDOM
CTRY_7	UK|UNITED KINGDOM
CTRY_8	UK|UNITED KINGDOM
CTRY_9	UK|UNITED KINGDOM
CTRY_10	UK|UNITED KINGDOM
CTRY_11	UK|UNITED KINGDOM
CTRY_12	UK|UNITED KINGDOM
CTRY_13	UK|UNITED KINGDOM
CTRY_14	UK|UNITED KINGDOM
CTRY_15	UK|UNITED KINGDOM
CTRY_16	UK|UNITED KINGDOM
CTRY_17	UK|UNITED KINGDOM
CTRY_18	UK|UNITED KINGDOM
CTRY_19	UK|UNITED KINGDOM
CTRY_20	UK|UNITED KINGDOM
CTRY_21	UK|UNITED KINGDOM
CTRY_22	UK|UNITED KINGDOM
CTRY_23	UK|UNITED KINGDOM
CTRY_24	UK|UNITED KINGDOM
CTRY_25	UK|UNITED KINGDOM
CTRY_26	UK|UNITED KINGDOM
CTRY_27	UK|UNITED KINGDOM
CTRY_28	UK|UNITED KINGDOM
CTRY_29	UK|UNITED KINGDOM
CTRY_30	UK|UNITED KINGDOM
CTRY_31	UK|UNITED KINGDOM
CTRY_32	UK|UNITED KINGDOM
CTRY_33	UK|UNITED KINGDOM
CTRY_34	UK|UNITED KINGDOM
CTRY_35	UK|UNITED KINGDOM
CTRY_36	UK|UNITED KINGDOM
CTRY_37	UK|UNITED KINGDOM
CTRY_38	UK|UNITED KINGDOM
CTRY_39	UK|UNITED KINGDOM
CTRY_40	UK|UNITED KINGDOM
CTRY_41	UK|UNITED KINGDOM
CTRY_42	UK|UNITED KINGDOM
CTRY_43	UK|UNITED KINGDOM
CTRY_44	UK|UNITED KINGDOM
CTRY_45	UK|UNITED KINGDOM
CTRY_46	UK|UNITED KINGDOM
CTRY_47	UK|UNITED KINGDOM
CTRY_48	UK|UNITED KINGDOM
CTRY_49	UK|UNITED KINGDOM
CTRY_50	UK|UNITED KINGDOM
CTRY_51	UK|UNITED KINGDOM
CTRY_52	UK|UNITED KINGDOM
CTRY_53	UK|UNITED KINGDOM
CTRY_54	UK|UNITED KINGDOM
CTRY_55	UK|UNITED KINGDOM
CTRY_56	UK|UNITED KINGDOM
CTRY_57	UK|UNITED KINGDOM
CTRY_58	UK|UNITED KINGDOM
CTRY_59	UK|UNITED KINGDOM
CTRY_60	UK|UNITED KINGDOM
CTRY_61	UK|UNITED KINGDOM
CTRY_62	UK|UNITED KINGDOM
CTRY_63	UK|UNITED KINGDOM
CTRY_64	UK|UNITED KINGDOM
CTRY_65	UK|UNITED KINGDOM
CTRY_66	UK|UNITED KINGDOM
CTRY_67	UK|UNITED KINGDOM
CTRY_68	UK|UNITED KINGDOM
CTRY_69	UK|UNITED KINGDOM
CTRY_70	UK|UNITED KINGDOM
CTRY_71	UK|UNITED KINGDOM
CTRY_72	UK|UNITED KINGDOM
CTRY_73	UK|UNITED KINGDOM
CTRY_74	UK|UNITED KINGDOM
CTRY_75	UK|UNITED KINGDOM
CTRY_76	UK|UNITED KINGDOM
CTRY_77	UK|UNITED KINGDOM
CTRY_78	UK|UNITED KINGDOM
CTRY_79	UK|UNITED KINGDOM
CTRY_80	UK|UNITED KINGDOM
CTRY_81	UK|UNITED KINGDOM
CTRY_82	UK|UNITED KINGDOM
CTRY_83	UK|UNITED KINGDOM
CTRY_84	UK|UNITED KINGDOM
CTRY_85	UK|UNITED KINGDOM
CTRY_86	UK|UNITED KINGDOM
CTRY_87	UK|UNITED KINGDOM
CTRY_88	UK|UNITED KINGDOM
CTRY_89	UK|UNITED KINGDOM
CTRY_90	UK|UNITED KINGDOM
CTRY_91	UK|UNITED KINGDOM
CTRY_92	UK|UNITED KINGDOM
CTRY_93	UK|UNITED KINGDOM
CTRY_94	UK|UNITED KINGDOM
CTRY_95	UK|UNITED KINGDOM
CTRY_96	UK|UNITED KINGDOM
